bib,position,gender,run_category,shoe_brand,confidence
16146,1737,MASCULINO,21K,Fila,1.40
12899,1738,MASCULINO,21K,Olympikus,13.57
11574,1739,MASCULINO,21K,Olympikus,12.91
16817,1741,MASCULINO,21K,Nike,1.02
10588,1742,MASCULINO,21K,Adidas,3.70
12064,1743,MASCULINO,21K,Olympikus,23.04
9714,1744,MASCULINO,21K,Olympikus,8.91
15060,1745,MASCULINO,21K,Adidas,2.00
16315,1746,MASCULINO,21K,On Running,1.66
9902,1749,MASCULINO,21K,Adidas,2.33
17590,1750,MASCULINO,21K,Olympikus,6.73
12075,1751,MASCULINO,21K,Adidas,15.77
10754,1752,MASCULINO,21K,Nike,17.07
13594,1753,MASCULINO,21K,Nike,13.70
15314,1756,MASCULINO,21K,Adidas,5.04
14545,1757,MASCULINO,21K,Nike,32.50
10159,1758,MASCULINO,21K,Nike,14.28
12465,1759,MASCULINO,21K,Adidas,15.57
13793,1760,MASCULINO,21K,Nike,10.79
17901,1761,MASCULINO,21K,Asics,6.47
15168,1762,MASCULINO,21K,Olympikus,34.56
11089,1764,MASCULINO,21K,Nike,6.02
17608,1765,MASCULINO,21K,Adidas,4.43
14975,1768,MASCULINO,21K,Adidas,1.22
9042,1769,MASCULINO,21K,Nike,1.69
15414,1770,MASCULINO,21K,Mizuno,2.78
8930,1772,MASCULINO,21K,Adidas,3.02
8793,1774,MASCULINO,21K,Olympikus,42.58
8506,1775,MASCULINO,21K,Adidas,5.19
8312,1776,MASCULINO,21K,Asics,16.65
12193,1777,MASCULINO,21K,Puma,13.31
16388,1780,MASCULINO,21K,Fila,3.78
13050,1781,MASCULINO,21K,Adidas,10.89
8152,1782,MASCULINO,21K,Olympikus,21.16
10300,1783,MASCULINO,21K,Fila,6.90
11057,1784,MASCULINO,21K,Nike,0.99
12280,1787,MASCULINO,21K,Adidas,8.10
17684,1789,MASCULINO,21K,Nike,2.02
14683,1790,MASCULINO,21K,Adidas,8.69
13759,1793,MASCULINO,21K,Olympikus,7.14
13760,1794,MASCULINO,21K,Olympikus,11.56
9452,1797,MASCULINO,21K,Adidas,1.00
10636,1799,MASCULINO,21K,Adidas,14.02
9557,1801,MASCULINO,21K,Nike,1.81
15424,1802,MASCULINO,21K,Adidas,2.22
14996,1803,MASCULINO,21K,Adidas,3.70
8112,1807,MASCULINO,21K,Nike,8.68
15888,1808,MASCULINO,21K,Adidas,1.00
15923,1809,MASCULINO,21K,Adidas,16.29
17142,1810,MASCULINO,21K,Adidas,16.73
16572,1811,MASCULINO,21K,Nike,5.71
13285,1812,MASCULINO,21K,Olympikus,20.84
12844,1813,MASCULINO,21K,Puma,1.76
15338,1815,MASCULINO,21K,Puma,2.12
9491,1816,MASCULINO,21K,Nike,16.14
17477,1818,MASCULINO,21K,Olympikus,7.41
16136,1821,MASCULINO,21K,Adidas,23.29
8362,1822,MASCULINO,21K,Nike,15.51
17881,1824,MASCULINO,21K,Nike,1.43
9622,1825,MASCULINO,21K,On Running,3.99
9266,1826,MASCULINO,21K,Adidas,13.43
15370,1831,MASCULINO,21K,Olympikus,6.84
14514,1832,MASCULINO,21K,Olympikus,9.19
14622,1833,MASCULINO,21K,Asics,11.58
16885,1834,MASCULINO,21K,Adidas,29.94
8735,1835,MASCULINO,21K,Nike,1.71
12522,1836,MASCULINO,21K,Asics,6.95
17560,1837,MASCULINO,21K,Adidas,0.97
15790,1839,MASCULINO,21K,Asics,10.78
8468,1842,MASCULINO,21K,Adidas,0.96
8147,1843,MASCULINO,21K,Adidas,3.87
15018,1845,MASCULINO,21K,Olympikus,1.91
15493,1847,MASCULINO,21K,Olympikus,62.39
14739,1849,MASCULINO,21K,Adidas,15.83
8461,1851,MASCULINO,21K,Olympikus,3.67
13964,1852,MASCULINO,21K,Nike,7.38
13811,1853,MASCULINO,21K,Nike,4.71
14967,1854,MASCULINO,21K,Adidas,6.70
9363,1855,MASCULINO,21K,Adidas,12.58
8510,1856,MASCULINO,21K,Adidas,12.06
9718,1857,MASCULINO,21K,Olympikus,2.49
12591,1862,MASCULINO,21K,Mizuno,18.61
11248,1863,MASCULINO,21K,Adidas,8.87
12168,1952,MASCULINO,21K,Nike,3.95
9484,1958,MASCULINO,21K,Olympikus,4.97
10745,1960,MASCULINO,21K,Olympikus,3.00
13776,1961,MASCULINO,21K,Adidas,1.42
13342,1962,MASCULINO,21K,Adidas,4.16
12009,1963,MASCULINO,21K,Adidas,3.95
9726,1965,MASCULINO,21K,Fila,6.20
10496,1967,MASCULINO,21K,Olympikus,1.00
11246,1968,MASCULINO,21K,Olympikus,0.99
8210,1970,MASCULINO,21K,Olympikus,3.50
8630,1972,MASCULINO,21K,Olympikus,2.94
13966,1973,MASCULINO,21K,Adidas,5.59
14826,1975,MASCULINO,21K,Asics,5.93
15191,1976,MASCULINO,21K,Adidas,14.70
9712,1977,MASCULINO,21K,Nike,2.60
9736,1978,MASCULINO,21K,Nike,21.95
15189,1979,MASCULINO,21K,Adidas,17.35
11718,1981,MASCULINO,21K,Olympikus,41.66
15985,1983,MASCULINO,21K,Adidas,4.32
17686,1986,MASCULINO,21K,Asics,3.97
15482,1987,MASCULINO,21K,Nike,2.18
15143,1988,MASCULINO,21K,Adidas,3.41
17709,1989,MASCULINO,21K,Olympikus,16.28
15407,1990,MASCULINO,21K,Nike,4.82
17392,1991,MASCULINO,21K,Olympikus,22.45
13519,1997,MASCULINO,21K,Nike,21.55
16806,1999,MASCULINO,21K,Adidas,16.35
10194,2000,MASCULINO,21K,Olympikus,17.15
16512,1864,MASCULINO,21K,Adidas,10.21
12618,1865,MASCULINO,21K,Olympikus,34.85
11793,1867,MASCULINO,21K,Nike,1.97
16161,1870,MASCULINO,21K,Adidas,6.68
12535,1873,MASCULINO,21K,Adidas,4.95
13174,1875,MASCULINO,21K,Adidas,4.29
12927,1876,MASCULINO,21K,Adidas,23.37
13822,1878,MASCULINO,21K,Adidas,1.99
9988,1882,MASCULINO,21K,Olympikus,30.50
12587,1883,MASCULINO,21K,Nike,4.24
14127,1885,MASCULINO,21K,Nike,4.56
14868,1886,MASCULINO,21K,Adidas,1.96
11948,1887,MASCULINO,21K,Asics,9.62
14061,1888,MASCULINO,21K,Adidas,2.02
14579,1894,MASCULINO,21K,Adidas,7.95
11278,1895,MASCULINO,21K,Adidas,4.27
13069,1897,MASCULINO,21K,Nike,10.76
17429,1899,MASCULINO,21K,Adidas,20.92
13973,1900,MASCULINO,21K,Olympikus,41.24
9755,1902,MASCULINO,21K,Adidas,16.35
8497,1903,MASCULINO,21K,On Running,2.75
16442,1904,MASCULINO,21K,Olympikus,5.44
9744,1905,MASCULINO,21K,New Balance,11.09
17303,1906,MASCULINO,21K,Olympikus,22.54
15660,1908,MASCULINO,21K,Olympikus,7.01
14992,1913,MASCULINO,21K,Olympikus,21.88
9998,1914,MASCULINO,21K,Olympikus,7.01
9322,1915,MASCULINO,21K,New Balance,5.31
8226,1916,MASCULINO,21K,Olympikus,26.66
12116,1918,MASCULINO,21K,Nike,11.52
15402,1920,MASCULINO,21K,Olympikus,5.98
8255,1926,MASCULINO,21K,On Running,3.78
14570,1928,MASCULINO,21K,Nike,2.53
17829,1930,MASCULINO,21K,Nike,7.81
13639,1931,MASCULINO,21K,Nike,4.73
17136,1933,MASCULINO,21K,Adidas,33.59
12682,1934,MASCULINO,21K,Fila,3.00
16058,1935,MASCULINO,21K,Nike,22.36
17793,1936,MASCULINO,21K,Fila,8.94
16208,1938,MASCULINO,21K,Olympikus,7.47
10056,1939,MASCULINO,21K,Adidas,6.32
8927,1941,MASCULINO,21K,Olympikus,5.55
10055,1943,MASCULINO,21K,Fila,7.04
15420,1944,MASCULINO,21K,Nike,5.33
14726,1946,MASCULINO,21K,Olympikus,5.40
12164,1949,MASCULINO,21K,Olympikus,36.02
8434,1950,MASCULINO,21K,New Balance,4.13
12405,2003,MASCULINO,21K,Adidas,1.50
13435,2004,MASCULINO,21K,Adidas,13.60
8900,2005,MASCULINO,21K,Olympikus,0.96
13220,2006,MASCULINO,21K,Nike,1.50
11074,2008,MASCULINO,21K,Nike,30.44
10207,2009,MASCULINO,21K,Nike,15.62
14986,2011,MASCULINO,21K,Olympikus,12.01
14552,2012,MASCULINO,21K,Adidas,20.27
16820,2015,MASCULINO,21K,Nike,12.49
16544,2016,MASCULINO,21K,Olympikus,12.02
16549,2017,MASCULINO,21K,Adidas,1.99
13449,2021,MASCULINO,21K,Adidas,14.82
17883,2024,MASCULINO,21K,Adidas,16.91
15194,2025,MASCULINO,21K,Olympikus,3.90
12680,2026,MASCULINO,21K,Nike,2.96
12132,2027,MASCULINO,21K,Adidas,13.70
9630,2028,MASCULINO,21K,New Balance,2.65
13283,2030,MASCULINO,21K,Adidas,14.32
11575,2033,MASCULINO,21K,Nike,12.04
16258,2035,MASCULINO,21K,Adidas,27.58
12221,2036,MASCULINO,21K,Asics,14.36
17304,2038,MASCULINO,21K,Olympikus,18.23
16807,2039,MASCULINO,21K,Olympikus,50.37
16571,2040,MASCULINO,21K,Adidas,6.06
10442,2042,MASCULINO,21K,Adidas,6.90
16698,2043,MASCULINO,21K,Adidas,1.99
13960,2044,MASCULINO,21K,Adidas,5.94
11557,2045,MASCULINO,21K,Nike,3.92
14339,2046,MASCULINO,21K,Asics,27.53
13756,2047,MASCULINO,21K,Olympikus,5.71
16402,2048,MASCULINO,21K,Nike,16.45
10109,2050,MASCULINO,21K,Asics,10.11
17473,2051,MASCULINO,21K,Adidas,4.97
10573,2053,MASCULINO,21K,Adidas,15.43
10107,2054,MASCULINO,21K,Asics,5.53
13591,2056,MASCULINO,21K,Adidas,3.22
16472,2057,MASCULINO,21K,Olympikus,0.99
13820,2059,MASCULINO,21K,Olympikus,7.82
8459,2060,MASCULINO,21K,Olympikus,14.85
11559,2061,MASCULINO,21K,Adidas,8.91
8318,2063,MASCULINO,21K,Nike,23.44
17334,2064,MASCULINO,21K,Olympikus,5.96
9850,2065,MASCULINO,21K,Adidas,7.20
11461,2067,MASCULINO,21K,Mizuno,9.56
15097,2068,MASCULINO,21K,Olympikus,7.34
13515,2072,MASCULINO,21K,On Running,18.76
12360,2073,MASCULINO,21K,Adidas,8.96
17085,2074,MASCULINO,21K,Adidas,36.53
11530,2079,MASCULINO,21K,Adidas,1.80
9400,2080,MASCULINO,21K,Adidas,3.76
13767,2081,MASCULINO,21K,Asics,2.71
13665,2082,MASCULINO,21K,Nike,8.21
10209,2083,MASCULINO,21K,Adidas,19.30
14322,2084,MASCULINO,21K,Nike,10.10
12263,2087,MASCULINO,21K,Nike,2.90
17510,2090,MASCULINO,21K,Nike,18.09
10122,2091,MASCULINO,21K,Olympikus,10.41
13509,2092,MASCULINO,21K,Adidas,1.97
15084,2093,MASCULINO,21K,Asics,16.78
11408,2095,MASCULINO,21K,Olympikus,4.25
17607,2098,MASCULINO,21K,Adidas,10.78
15550,2099,MASCULINO,21K,Adidas,2.64
8463,2101,MASCULINO,21K,Nike,10.39
8337,2102,MASCULINO,21K,Olympikus,20.73
16808,2103,MASCULINO,21K,Nike,8.51
15335,2105,MASCULINO,21K,Adidas,4.95
8576,2107,MASCULINO,21K,Nike,10.85
10126,2108,MASCULINO,21K,Adidas,8.79
9439,2109,MASCULINO,21K,Adidas,28.36
8402,2110,MASCULINO,21K,Olympikus,15.02
13566,2111,MASCULINO,21K,Adidas,0.99
8378,2112,MASCULINO,21K,Nike,6.34
17046,2113,MASCULINO,21K,Olympikus,9.09
16267,2114,MASCULINO,21K,Nike,3.64
16615,2115,MASCULINO,21K,Adidas,4.73
11201,2116,MASCULINO,21K,Fila,6.91
12262,2117,MASCULINO,21K,Asics,21.35
15988,2118,MASCULINO,21K,Adidas,1.56
16616,2119,MASCULINO,21K,Nike,4.60
10602,2120,MASCULINO,21K,Olympikus,10.00
9112,2121,MASCULINO,21K,Olympikus,1.76
8700,2122,MASCULINO,21K,Olympikus,16.21
12801,2123,MASCULINO,21K,Fila,1.88
9140,2124,MASCULINO,21K,Adidas,3.58
17805,2126,MASCULINO,21K,Adidas,12.30
9551,2128,MASCULINO,21K,Nike,0.99
14885,2129,MASCULINO,21K,Nike,5.71
16435,2130,MASCULINO,21K,New Balance,0.98
17746,2131,MASCULINO,21K,New Balance,5.55
10975,2132,MASCULINO,21K,Adidas,12.79
17665,2134,MASCULINO,21K,Nike,2.57
9772,2136,MASCULINO,21K,Nike,2.68
12597,2137,MASCULINO,21K,Olympikus,8.97
13004,2138,MASCULINO,21K,Adidas,27.83
13762,2141,MASCULINO,21K,Nike,8.86
14977,2142,MASCULINO,21K,Adidas,4.64
11294,2144,MASCULINO,21K,Nike,12.60
8926,2145,MASCULINO,21K,Nike,6.98
15299,2147,MASCULINO,21K,Adidas,1.00
15562,2149,MASCULINO,21K,Olympikus,6.52
282321,2150,MASCULINO,21K,New Balance,0.97
17937,2151,MASCULINO,21K,Olympikus,12.04
14907,2153,MASCULINO,21K,Adidas,11.46
8534,2155,MASCULINO,21K,Adidas,72.81
8515,2156,MASCULINO,21K,Adidas,82.06
9570,2157,MASCULINO,21K,Nike,5.06
16318,2158,MASCULINO,21K,Nike,7.31
12867,2159,MASCULINO,21K,Olympikus,5.72
13488,2160,MASCULINO,21K,Olympikus,44.47
17819,2161,MASCULINO,21K,Nike,0.97
15613,2164,MASCULINO,21K,Adidas,3.79
11771,2166,MASCULINO,21K,Nike,12.30
14694,2167,MASCULINO,21K,Olympikus,3.56
11724,2168,MASCULINO,21K,Fila,5.91
13486,2169,MASCULINO,21K,Adidas,21.54
12308,2172,MASCULINO,21K,Adidas,5.52
14914,2173,MASCULINO,21K,Olympikus,6.95
16944,2174,MASCULINO,21K,Olympikus,1.86
9922,2175,MASCULINO,21K,Adidas,2.38
8181,2176,MASCULINO,21K,Nike,3.86
14700,2180,MASCULINO,21K,Olympikus,26.94
9871,2183,MASCULINO,21K,Adidas,1.76
17416,2186,MASCULINO,21K,Adidas,9.30
13097,2190,MASCULINO,21K,Nike,2.23
13244,2193,MASCULINO,21K,Nike,18.13
11600,2194,MASCULINO,21K,New Balance,1.89
9547,2195,MASCULINO,21K,Adidas,2.91
8275,2196,MASCULINO,21K,Olympikus,8.46
14646,2197,MASCULINO,21K,Nike,0.99
14081,2198,MASCULINO,21K,Mizuno,9.50
16022,2199,MASCULINO,21K,Olympikus,2.92
8422,2200,MASCULINO,21K,Olympikus,22.96
17667,2201,MASCULINO,21K,Nike,9.90
12592,2202,MASCULINO,21K,Adidas,1.87
12675,2203,MASCULINO,21K,Adidas,4.50
11456,2204,MASCULINO,21K,Mizuno,13.40
13195,2205,MASCULINO,21K,Adidas,15.76
8139,2206,MASCULINO,21K,Nike,15.10
12734,2207,MASCULINO,21K,Adidas,2.55
14841,2209,MASCULINO,21K,Nike,37.07
11397,2210,MASCULINO,21K,Nike,7.32
15260,2213,MASCULINO,21K,Olympikus,5.28
16821,2217,MASCULINO,21K,Nike,1.38
13880,2218,MASCULINO,21K,Nike,7.02
8583,2220,MASCULINO,21K,Nike,13.82
14918,2221,MASCULINO,21K,Olympikus,4.40
8994,2222,MASCULINO,21K,Nike,12.11
11436,2227,MASCULINO,21K,Olympikus,12.49
15298,2228,MASCULINO,21K,Olympikus,25.45
12725,2230,MASCULINO,21K,Adidas,1.39
10899,2234,MASCULINO,21K,Adidas,34.71
8390,2235,MASCULINO,21K,Adidas,6.92
16626,2236,MASCULINO,21K,Adidas,3.95
15578,2237,MASCULINO,21K,Olympikus,6.62
10479,2239,MASCULINO,21K,Olympikus,4.60
10893,2240,MASCULINO,21K,Olympikus,4.34
15104,2243,MASCULINO,21K,Nike,8.28
8823,2244,MASCULINO,21K,Adidas,26.15
8783,2245,MASCULINO,21K,Adidas,5.81
15395,2246,MASCULINO,21K,Olympikus,8.79
17311,2247,MASCULINO,21K,Nike,3.52
16176,2248,MASCULINO,21K,Mizuno,7.10
11256,2250,MASCULINO,21K,Olympikus,3.77
10791,2251,MASCULINO,21K,Adidas,21.68
15531,2253,MASCULINO,21K,Fila,6.86
9106,2254,MASCULINO,21K,Adidas,3.98
11717,2255,MASCULINO,21K,Olympikus,2.93
12719,2259,MASCULINO,21K,Nike,1.88
16274,2262,MASCULINO,21K,Adidas,50.59
13210,2265,MASCULINO,21K,Asics,3.60
13846,2267,MASCULINO,21K,Olympikus,16.59
8525,2269,MASCULINO,21K,Olympikus,20.05
10990,2276,MASCULINO,21K,Adidas,5.62
16589,2277,MASCULINO,21K,Nike,6.27
17410,2279,MASCULINO,21K,Adidas,12.80
16999,2281,MASCULINO,21K,Nike,16.53
14213,2283,MASCULINO,21K,Asics,16.27
11936,2284,MASCULINO,21K,Adidas,2.54
17262,2286,MASCULINO,21K,Nike,8.19
281751,2287,MASCULINO,21K,Puma,1.53
281251,2288,MASCULINO,21K,Adidas,2.08
13391,2289,MASCULINO,21K,Adidas,5.24
11722,2290,MASCULINO,21K,Adidas,2.77
15524,2294,MASCULINO,21K,Olympikus,8.38
15212,2296,MASCULINO,21K,Adidas,7.79
9860,2297,MASCULINO,21K,Olympikus,20.44
11371,2300,MASCULINO,21K,Adidas,4.07
11051,2301,MASCULINO,21K,Adidas,5.28
9320,2302,MASCULINO,21K,Olympikus,18.21
15955,2306,MASCULINO,21K,Olympikus,1.00
16409,2307,MASCULINO,21K,Adidas,3.13
9090,2308,MASCULINO,21K,Olympikus,2.75
17899,2309,MASCULINO,21K,Nike,1.39
9131,2313,MASCULINO,21K,Asics,38.33
283641,2315,MASCULINO,21K,Nike,2.31
14343,2316,MASCULINO,21K,Adidas,2.02
11052,2317,MASCULINO,21K,Olympikus,7.18
14653,2320,MASCULINO,21K,Adidas,12.33
15211,2321,MASCULINO,21K,New Balance,2.67
17170,2326,MASCULINO,21K,Asics,1.44
12219,2327,MASCULINO,21K,Nike,3.96
16703,2329,MASCULINO,21K,Mizuno,5.67
14438,2330,MASCULINO,21K,Nike,19.46
15283,2334,MASCULINO,21K,Olympikus,16.49
13503,2335,MASCULINO,21K,Nike,15.72
12255,2336,MASCULINO,21K,Olympikus,7.46
16316,2339,MASCULINO,21K,Nike,5.51
8452,2340,MASCULINO,21K,Olympikus,12.73
10454,2341,MASCULINO,21K,Adidas,22.06
10712,2342,MASCULINO,21K,Nike,6.78
17674,2345,MASCULINO,21K,Adidas,14.69
8592,2346,MASCULINO,21K,Olympikus,18.79
11681,2347,MASCULINO,21K,Fila,5.83
283251,2348,MASCULINO,21K,Adidas,2.79
10307,2350,MASCULINO,21K,Nike,11.22
12373,2361,MASCULINO,21K,Olympikus,1.82
15377,2365,MASCULINO,21K,Adidas,10.29
13974,2368,MASCULINO,21K,New Balance,8.21
13834,2373,MASCULINO,21K,Olympikus,12.86
13830,2374,MASCULINO,21K,Fila,20.72
11975,2375,MASCULINO,21K,Nike,13.38
14499,2378,MASCULINO,21K,Asics,1.98
13708,2383,MASCULINO,21K,Nike,42.77
15008,2386,MASCULINO,21K,Adidas,44.48
9092,2387,MASCULINO,21K,Adidas,1.98
17617,2390,MASCULINO,21K,Olympikus,9.16
8251,2391,MASCULINO,21K,Adidas,1.50
8787,2394,MASCULINO,21K,Nike,19.63
8169,2395,MASCULINO,21K,Nike,4.19
15940,2398,MASCULINO,21K,Adidas,27.20
14896,2401,MASCULINO,21K,Olympikus,30.27
15430,2405,MASCULINO,21K,Olympikus,5.48
14649,2407,MASCULINO,21K,Adidas,2.61
16710,2408,MASCULINO,21K,Olympikus,12.04
8272,2409,MASCULINO,21K,Olympikus,2.60
16592,2412,MASCULINO,21K,Nike,6.58
10308,2415,MASCULINO,21K,Adidas,45.64
13976,2416,MASCULINO,21K,Adidas,11.58
14253,2417,MASCULINO,21K,Adidas,25.93
8707,2420,MASCULINO,21K,Adidas,3.61
17332,2421,MASCULINO,21K,Fila,4.13
16370,2422,MASCULINO,21K,Olympikus,1.00
17367,2423,MASCULINO,21K,Adidas,11.95
11128,2424,MASCULINO,21K,Adidas,9.18
9369,2426,MASCULINO,21K,Nike,3.00
17688,2427,MASCULINO,21K,Asics,1.34
14462,2429,MASCULINO,21K,Asics,5.20
13854,2430,MASCULINO,21K,New Balance,7.84
13121,2431,MASCULINO,21K,Mizuno,16.41
14911,2435,MASCULINO,21K,Olympikus,13.97
10131,2436,MASCULINO,21K,Nike,2.79
17022,2439,MASCULINO,21K,Olympikus,64.59
14296,2440,MASCULINO,21K,Olympikus,7.84
15768,2443,MASCULINO,21K,Olympikus,33.33
17853,2445,MASCULINO,21K,Adidas,10.30
15997,2449,MASCULINO,21K,Adidas,6.86
16687,2450,MASCULINO,21K,Adidas,10.80
16700,2452,MASCULINO,21K,Asics,6.91
12666,2453,MASCULINO,21K,Olympikus,1.39
13872,2455,MASCULINO,21K,Adidas,8.27
9964,2458,MASCULINO,21K,Olympikus,23.12
17333,2460,MASCULINO,21K,Adidas,25.51
9368,2462,MASCULINO,21K,Nike,2.50
13473,2463,MASCULINO,21K,Adidas,11.03
12246,2464,MASCULINO,21K,Nike,2.39
16606,2469,MASCULINO,21K,Nike,22.91
8539,2471,MASCULINO,21K,Olympikus,36.53
8132,2472,MASCULINO,21K,Adidas,6.63
11670,2479,MASCULINO,21K,Nike,13.26
10986,2482,MASCULINO,21K,Adidas,7.95
9487,2483,MASCULINO,21K,Adidas,5.68
13480,2485,MASCULINO,21K,Olympikus,1.96
10457,2487,MASCULINO,21K,Nike,5.91
10568,2488,MASCULINO,21K,Adidas,10.19
8791,2493,MASCULINO,21K,Olympikus,8.60
15011,2496,MASCULINO,21K,Nike,15.44
282541,2498,MASCULINO,21K,Olympikus,7.35
16397,2500,MASCULINO,21K,Adidas,2.00
12419,2501,MASCULINO,21K,Adidas,4.88
10299,2503,MASCULINO,21K,Nike,4.42
11934,2506,MASCULINO,21K,Adidas,32.62
12130,2509,MASCULINO,21K,Nike,4.71
16542,2510,MASCULINO,21K,Adidas,28.78
14014,2516,MASCULINO,21K,Olympikus,10.51
16094,2517,MASCULINO,21K,Adidas,2.68
17295,2520,MASCULINO,21K,Olympikus,12.98
11985,2522,MASCULINO,21K,Adidas,12.97
14692,2524,MASCULINO,21K,Fila,2.85
14272,2526,MASCULINO,21K,Nike,9.95
10528,2527,MASCULINO,21K,Nike,36.49
12294,2530,MASCULINO,21K,Adidas,6.67
12888,2532,MASCULINO,21K,Olympikus,1.35
14115,2534,MASCULINO,21K,Nike,20.11
16985,2536,MASCULINO,21K,Adidas,2.00
16446,2540,MASCULINO,21K,Nike,0.97
14018,2541,MASCULINO,21K,Adidas,5.47
8599,2544,MASCULINO,21K,Asics,5.94
11195,2546,MASCULINO,21K,Olympikus,11.93
15398,2547,MASCULINO,21K,Olympikus,2.85
16326,2549,MASCULINO,21K,Adidas,5.97
9381,2550,MASCULINO,21K,Olympikus,1.93
10514,2551,MASCULINO,21K,Olympikus,6.68
9084,2552,MASCULINO,21K,Nike,1.98
11068,2553,MASCULINO,21K,Nike,29.83
12192,2556,MASCULINO,21K,Nike,13.40
9310,2557,MASCULINO,21K,Asics,6.97
12576,2559,MASCULINO,21K,Nike,2.41
17290,2560,MASCULINO,21K,Olympikus,9.13
15119,2562,MASCULINO,21K,Nike,4.01
17274,2563,MASCULINO,21K,Fila,5.43
16440,2569,MASCULINO,21K,Nike,1.92
12516,2572,MASCULINO,21K,Adidas,7.87
12752,2574,MASCULINO,21K,Olympikus,8.38
14298,2580,MASCULINO,21K,Nike,2.00
10321,2583,MASCULINO,21K,Nike,0.97
10093,2584,MASCULINO,21K,Olympikus,8.21
13750,2586,MASCULINO,21K,Olympikus,3.94
10895,2587,MASCULINO,21K,Olympikus,0.99
9886,2590,MASCULINO,21K,Adidas,14.68
14747,2591,MASCULINO,21K,Fila,1.00
15093,2592,MASCULINO,21K,Adidas,8.54
16493,2593,MASCULINO,21K,Adidas,2.63
8934,2594,MASCULINO,21K,Nike,14.24
17910,2595,MASCULINO,21K,Nike,3.24
16494,2597,MASCULINO,21K,Fila,1.55
14408,2598,MASCULINO,21K,Olympikus,6.62
15050,2601,MASCULINO,21K,Nike,8.04
17851,2602,MASCULINO,21K,Nike,0.99
15382,2607,MASCULINO,21K,Nike,11.13
11216,2608,MASCULINO,21K,Olympikus,2.17
17138,2611,MASCULINO,21K,Nike,3.98
12044,2616,MASCULINO,21K,Nike,0.95
10116,2617,MASCULINO,21K,Olympikus,8.61
13885,2618,MASCULINO,21K,Nike,26.06
8320,2622,MASCULINO,21K,Adidas,4.35
8562,2626,MASCULINO,21K,On Running,2.95
9136,2627,MASCULINO,21K,Olympikus,4.30
12196,2629,MASCULINO,21K,Olympikus,2.00
15692,2641,MASCULINO,21K,Olympikus,13.29
16389,2642,MASCULINO,21K,Olympikus,3.50
10756,2643,MASCULINO,21K,Adidas,11.15
16689,2645,MASCULINO,21K,Adidas,4.94
14768,2649,MASCULINO,21K,Asics,5.55
11489,2652,MASCULINO,21K,Adidas,15.97
8914,2653,MASCULINO,21K,Asics,18.39
10863,2658,MASCULINO,21K,Olympikus,1.98
13726,2659,MASCULINO,21K,Olympikus,1.33
15708,2660,MASCULINO,21K,Fila,7.16
8635,2663,MASCULINO,21K,Nike,2.79
17609,2664,MASCULINO,21K,Asics,5.39
15110,2666,MASCULINO,21K,Olympikus,4.99
15105,2667,MASCULINO,21K,Olympikus,1.00
17094,2668,MASCULINO,21K,Olympikus,10.11
17581,2672,MASCULINO,21K,Adidas,4.43
14895,2673,MASCULINO,21K,Nike,6.92
12334,2675,MASCULINO,21K,Olympikus,16.17
10679,2679,MASCULINO,21K,Olympikus,4.83
10558,2680,MASCULINO,21K,Adidas,6.58
14733,2684,MASCULINO,21K,Nike,7.37
14755,2685,MASCULINO,21K,Adidas,5.00
14615,2686,MASCULINO,21K,Nike,6.07
12837,2688,MASCULINO,21K,Adidas,5.95
11002,2689,MASCULINO,21K,Adidas,3.49
15670,2691,MASCULINO,21K,Asics,1.46
281631,2692,MASCULINO,21K,Nike,4.61
9779,2693,MASCULINO,21K,Nike,1.95
9486,2694,MASCULINO,21K,Adidas,6.31
12354,2697,MASCULINO,21K,Adidas,1.00
11249,2698,MASCULINO,21K,Adidas,3.94
13881,2701,MASCULINO,21K,Adidas,20.10
8447,2703,MASCULINO,21K,Adidas,24.79
17229,2704,MASCULINO,21K,Adidas,1.82
8400,2705,MASCULINO,21K,Olympikus,5.95
9297,2710,MASCULINO,21K,Fila,1.41
11276,2712,MASCULINO,21K,Nike,13.86
17396,2713,MASCULINO,21K,Olympikus,1.00
13073,2715,MASCULINO,21K,Asics,3.50
13782,2719,MASCULINO,21K,Nike,14.63
14819,2722,MASCULINO,21K,Adidas,13.92
17497,2723,MASCULINO,21K,On Running,8.77
11572,2724,MASCULINO,21K,Mizuno,18.16
16160,2725,MASCULINO,21K,Nike,4.93
16244,2726,MASCULINO,21K,Olympikus,19.98
15872,2728,MASCULINO,21K,Olympikus,5.07
13979,2729,MASCULINO,21K,Olympikus,15.98
15694,2731,MASCULINO,21K,Olympikus,10.28
9040,2736,MASCULINO,21K,Adidas,8.74
15206,2738,MASCULINO,21K,Nike,12.69
15141,2741,MASCULINO,21K,Olympikus,16.74
14754,2742,MASCULINO,21K,Adidas,1.00
17140,2744,MASCULINO,21K,Adidas,9.20
10659,2746,MASCULINO,21K,Adidas,4.96
17618,2750,MASCULINO,21K,Adidas,2.79
13405,2751,MASCULINO,21K,Nike,12.70
10762,2753,MASCULINO,21K,Adidas,1.67
12798,2756,MASCULINO,21K,Adidas,1.00
13785,2759,MASCULINO,21K,Adidas,1.97
9211,2760,MASCULINO,21K,Adidas,2.17
13009,2761,MASCULINO,21K,Nike,4.13
10878,2762,MASCULINO,21K,Asics,8.89
16899,2763,MASCULINO,21K,Asics,2.89
8531,2767,MASCULINO,21K,Nike,6.99
